1657.8342	9.9	69	0.11
3714.6285	27.72	47	0.84
266.9733	97.02	2	0.58
4475.5524	58.41	92	0.92
7669.233	30.69	67	0.05
2686.7313	49.5	14	0.64
9275.0724	40.59	75	0.09
8583.1416	43.56	84	0.26
9885.0114	81.18	88	0.64
8209.179	31.68	96	0.63
4778.5221	22.77	26	0.62
374.9625	66.33	64	0.11
4841.5158	83.16	0	0.57
7492.2507	56.43	32	0.01
9689.031	1.98	14	0.75
424.9575	79.2	30	0.13
4978.5021	98.01	37	0.36
8192.1807	11.88	33	0.5
2904.7095	92.07	17	0.91
1284.8715	63.36	39	0.43
5884.4115	65.34	2	0.78
360.9639	84.15	2	0.91
7741.2258	80.19	47	0.61
5538.4461	87.12	97	0.59
4927.5072	53.46	3	0.33
3506.6493	45.54	29	0.36
1634.8365	57.42	82	0.02
2152.7847	42.57	6	0.11
5467.4532	33.66	61	0.97
8966.1033	23.76	34	0.88
1424.8575	32.67	95	0.49
7157.2842	0.0	82	0.68
117.9882	74.25	24	0.93
2129.787	58.41	78	0.56
5273.4726	42.57	12	0.61
5449.455	81.18	24	0.37
3229.677	4.95	72	0.4
4338.5661	76.23	40	0.17
7180.2819	94.05	12	0.14
3934.6065	57.42	20	0.89
4786.5213	51.48	93	0.77
9951.0048	77.22	16	0.87
1681.8318	26.73	0	0.01
7379.262	2.97	45	0.94
4886.5113	88.11	52	0.31
504.9495	20.79	62	0.5
7243.2756	24.75	77	0.69
3009.699	4.95	32	0.54
5592.4407	72.27	43	0.72
5681.4318	79.2	57	0.84
8789.121	24.75	33	0.2
1203.8796	33.66	0	0.46
1405.8594	80.19	11	0.33
282.9717	24.75	11	0.54
3850.6149	38.61	66	0.67
999.9	88.11	42	0.95
9507.0492	71.28	17	0.21
8100.1899	73.26	44	0.82
6495.3504	56.43	63	0.92
1295.8704	32.67	81	0.85
6203.3796	60.39	47	0.75
7161.2838	72.27	40	0.44
1583.8416	19.8	14	0.86
8154.1845	58.41	82	0.93
6904.3095	81.18	94	0.28
7099.29	77.22	45	0.98
6310.3689	12.87	45	0.79
3308.6691	24.75	2	0.01
5809.419	35.64	60	0.32
2782.7217	1.98	62	0.68
8321.1678	64.35	19	0.04
3189.681	71.28	20	0.83
7886.2113	96.03	29	0.67
8144.1855	90.09	81	0.11
972.9027	50.49	44	0.7
4122.5877	29.7	27	0.67
9723.0276	46.53	72	0.14
6235.3764	81.18	7	0.9
8235.1764	85.14	10	0.94
7890.2109	66.33	27	0.06
4951.5048	0.0	52	0.27
6481.3518	37.62	85	0.86
8259.174	45.54	7	0.22
6602.3397	50.49	56	0.28
902.9097	74.25	10	0.37
9411.0588	8.91	26	0.89
6376.3623	95.04	65	0.38
6048.3951	58.41	28	0.07
1276.8723	28.71	82	0.88
8245.1754	35.64	74	0.05
9306.0693	1.98	76	0.77
1083.8916	89.1	73	0.46
3632.6367	62.37	26	0.96
2489.751	38.61	64	0.58
4019.598	92.07	85	0.87
8873.1126	30.69	74	0.28
5849.415	46.53	98	0.9
8137.1862	27.72	26	0.4
1232.8767	19.8	70	0.16
1573.8426	18.81	78	0.91
1562.8437	77.22	50	0.83
7947.2052	70.29	78	0.32
7548.2451	50.49	34	0.87
9139.086	53.46	15	0.34
3450.6549	48.51	92	0.66
359.964	82.17	60	0.7
9937.0062	79.2	57	0.72
7185.2814	31.68	1	0.52
3499.65	16.83	10	0.31
7824.2175	13.86	23	0.15
1685.8314	33.66	52	0.41
4079.592	22.77	53	0.64
7964.2035	11.88	30	0.36
2006.7993	71.28	19	0.04
2177.7822	31.68	48	0.69
2557.7442	90.09	29	0.27
5574.4425	70.29	27	0.72
7478.2521	32.67	62	0.91
1279.872	95.04	38	0.81
8066.1933	37.62	41	0.81
9170.0829	73.26	41	0.43
9665.0334	81.18	93	0.97
4903.5096	34.65	65	0.09
9525.0474	2.97	68	0.1
4050.5949	62.37	79	0.54
452.9547	38.61	18	0.45
7595.2404	2.97	98	0.04
6516.3483	36.63	82	0.14
7283.2716	73.26	60	0.52
7586.2413	82.17	82	0.89
2513.7486	0.99	13	0.64
2762.7237	56.43	98	0.55
2080.7919	0.99	57	0.06
760.9239	54.45	50	0.21
5296.4703	91.08	47	0.14
5366.4633	22.77	25	0.56
9896.0103	0.99	29	0.51
7719.228	7.92	50	0.02
8406.1593	36.63	29	0.4
159.984	11.88	5	0.43
1446.8553	81.18	9	0.45
4176.5823	9.9	40	0.53
7556.2443	31.68	71	0.2
4555.5444	44.55	74	0.11
5553.4446	54.45	13	0.85
8698.1301	44.55	88	0.03
5588.4411	13.86	71	0.54
9055.0944	92.07	0	0.64
2562.7437	29.7	83	0.58
1368.8631	74.25	67	0.24
4415.5584	53.46	48	0.5
501.9498	87.12	3	0.58
2294.7705	48.51	20	0.78
6664.3335	17.82	59	0.22
5878.4121	19.8	73	0.36
8836.1163	4.95	54	0.08
303.9696	18.81	8	0.67
2666.7333	26.73	69	0.15
5738.4261	52.47	81	0.21
3320.6679	38.61	22	0.32
7001.2998	8.91	48	0.87
6314.3685	22.77	69	0.08
2055.7944	52.47	12	0.5
300.9699	12.87	41	0.19
8017.1982	25.74	10	0.5
8761.1238	26.73	96	0.7
2606.7393	71.28	78	0.44
8493.1506	11.88	5	0.23
8293.1706	75.24	78	0.96
7207.2792	41.58	19	0.81
3404.6595	17.82	22	0.32
8050.1949	96.03	34	0.4
9012.0987	8.91	42	0.79
7228.2771	43.56	10	0.54
7092.2907	65.34	27	0.68
7015.2984	17.82	6	0.56
1910.8089	70.29	88	0.34
2948.7051	14.85	72	0.89
586.9413	78.21	33	0.9
4137.5862	19.8	98	0.72
4068.5931	50.49	81	0.53
5668.4331	85.14	43	0.88
7340.2659	22.77	80	0.77
6714.3285	39.6	42	0.32
4765.5234	28.71	44	0.39
4769.523	49.5	86	0.56
5973.4026	53.46	57	0.74
6476.3523	8.91	72	0.22
678.9321	98.01	45	0.71
7364.2635	12.87	34	0.05
9869.013	10.89	86	0.52
2116.7883	71.28	4	0.83
5495.4504	74.25	55	0.16
7750.2249	38.61	68	0.85
3507.6492	59.4	9	0.77
5455.4544	3.96	42	0.61
2434.7565	10.89	6	0.61
1728.8271	47.52	55	0.2
7039.296	50.49	17	0.32
1142.8857	70.29	90	0.41
5609.439	52.47	61	0.81
5285.4714	24.75	13	0.38
7442.2557	26.73	30	0.51
4087.5912	9.9	0	0.92
6242.3757	88.11	7	0.67
8033.1966	15.84	15	0.4
8287.1712	28.71	64	0.83
7846.2153	61.38	36	0.31
9771.0228	86.13	57	0.72
1254.8745	96.03	45	0.52
1690.8309	5.94	76	0.48
8498.1501	7.92	97	0.46
1416.8583	80.19	32	0.23
5673.4326	96.03	67	0.34
1676.8323	23.76	63	0.19
4226.5773	39.6	45	0.95
7743.2256	44.55	14	0.48
1347.8652	93.06	38	0.86
7033.2966	10.89	48	0.24
3530.6469	15.84	54	0.58
5343.4656	79.2	4	0.89
2185.7814	22.77	72	0.76
5223.4776	74.25	40	0.1
5185.4814	15.84	2	0.31
5020.4979	87.12	12	0.58
8664.1335	38.61	94	0.1
251.9748	0.99	37	0.79
4474.5525	29.7	59	0.16
4933.5066	82.17	16	0.32
6520.3479	32.67	98	0.81
9773.0226	85.14	94	0.74
6872.3127	43.56	79	0.39
6293.3706	82.17	63	0.9
8609.139	31.68	29	0.23
5067.4932	58.41	26	0.45
4040.5959	95.04	84	0.65
3566.6433	36.63	64	0.25
3818.6181	96.03	99	0.39
2134.7865	53.46	64	0.23
3940.6059	39.6	76	0.97
5273.4726	64.35	97	0.77
7153.2846	68.31	12	0.5
5831.4168	74.25	10	0.15
2716.7283	51.48	78	0.96
4433.5566	39.6	29	0.46
3335.6664	94.05	54	0.06
7498.2501	62.37	84	0.03
8890.1109	50.49	46	0.51
1887.8112	54.45	25	0.04
9897.0102	2.97	50	0.16
6331.3668	0.99	94	0.89
9268.0731	30.69	87	0.91
2328.7671	87.12	23	0.86
7325.2674	75.24	99	0.36
6667.3332	44.55	50	0.99
9544.0455	6.93	51	0.68
9361.0638	5.94	34	0.49
3684.6315	28.71	58	0.68
8.9991	26.73	21	0.95
769.923	54.45	97	0.81
777.9222	45.54	34	0.55
4314.5685	14.85	8	0.78
4648.5351	22.77	51	0.55
9678.0321	50.49	76	0.3
45.9954	32.67	37	0.38
7292.2707	42.57	88	0.23
5504.4495	55.44	35	0.33
9682.0317	97.02	63	0.36
2043.7956	46.53	9	0.21
7087.2912	65.34	52	0.2
355.9644	53.46	89	0.94
5347.4652	41.58	22	0.43
9102.0897	19.8	32	0.91
9926.0073	40.59	92	0.65
1029.897	36.63	94	0.02
4078.5921	36.63	42	0.99
8583.1416	1.98	74	0.83
2119.788	33.66	52	0.99
407.9592	75.24	29	0.69
3587.6412	65.34	65	0.15
9128.0871	76.23	80	0.85
1974.8025	3.96	27	0.84
1947.8052	71.28	52	0.79
9641.0358	73.26	13	0.93
7811.2188	36.63	17	0.28
9378.0621	78.21	69	0.92
126.9873	17.82	4	0.52
5575.4424	37.62	57	0.86
4283.5716	44.55	50	0.35
9588.0411	8.91	78	0.99
2468.7531	97.02	27	0.81
4150.5849	90.09	93	0.53
4693.5306	91.08	49	0.21
6023.3976	94.05	36	0.87
1712.8287	88.11	32	0.37
2383.7616	10.89	32	0.3
5890.4109	35.64	30	0.01
4053.5946	4.95	47	0.56
2005.7994	0.0	8	0.02
3680.6319	95.04	75	0.41
7628.2371	85.14	49	0.9
6403.3596	11.88	62	0.18
4950.5049	17.82	37	0.53
487.9512	39.6	75	0.91
5485.4514	21.78	58	0.27
4441.5558	6.93	79	0.08
5780.4219	98.01	48	0.41
2740.7259	0.99	5	0.74
2201.7798	15.84	76	0.04
6200.3799	54.45	68	0.59
9287.0712	26.73	90	0.16
2927.7072	56.43	68	0.37
5732.4267	54.45	10	0.47
8062.1937	10.89	71	0.63
9834.0165	75.24	62	0.59
3850.6149	43.56	14	0.43
2838.7161	75.24	72	0.17
6052.3947	61.38	13	0.74
3781.6218	31.68	30	0.71
318.9681	60.39	43	0.35
2259.774	46.53	63	0.11
9527.0472	29.7	60	0.32
7805.2194	72.27	87	0.6
1032.8967	77.22	4	0.33
6874.3125	47.52	73	0.78
1651.8348	53.46	51	0.34
7875.2124	1.98	53	0.89
3783.6216	72.27	49	0.31
8629.137	91.08	57	0.31
9828.0171	32.67	73	0.66
5921.4078	14.85	98	0.27
5535.4464	9.9	0	0.54
9870.0129	17.82	75	0.59
6686.3313	29.7	3	0.89
3954.6045	57.42	17	0.2
6604.3395	82.17	37	0.57
5305.4694	2.97	31	0.68
666.9333	24.75	7	0.92
1549.845	19.8	22	0.97
3738.6261	17.82	37	0.84
1955.8044	33.66	98	0.92
8944.1055	0.0	55	0.26
7080.2919	41.58	48	0.36
4962.5037	25.74	11	0.83
3894.6105	64.35	69	0.71
7272.2727	87.12	89	0.82
3335.6664	50.49	81	0.57
1143.8856	58.41	73	0.94
9347.0652	74.25	70	0.59
8912.1087	0.99	77	0.89
8200.1799	27.72	4	0.79
4129.587	57.42	38	0.06
2984.7015	76.23	52	0.66
1287.8712	72.27	90	0.02
4768.5231	51.48	18	0.41
8430.1569	27.72	0	0.14
1922.8077	56.43	41	0.56
9443.0556	79.2	54	0.94
6241.3758	26.73	21	0.98
5630.4369	53.46	3	0.61
8727.1272	47.52	38	0.85
537.9462	87.12	5	0.49
9929.007	47.52	43	0.2
8309.169	21.78	21	0.44
3080.6919	44.55	44	0.2
5422.4577	72.27	21	0.22
6696.3303	34.65	65	0.13
3021.6978	28.71	47	0.34
1260.8739	50.49	8	0.07
4225.5774	15.84	43	0.27
1027.8972	46.53	85	0.23
1030.8969	81.18	26	0.02
4423.5576	84.15	63	0.1
2838.7161	57.42	57	0.08
8773.1226	76.23	54	0.62
3925.6074	54.45	95	0.94
5750.4249	6.93	37	0.39
3110.6889	56.43	70	0.94
2796.7203	58.41	26	0.84
6388.3611	58.41	53	0.53
5788.4211	1.98	9	0.1
845.9154	45.54	26	0.31
2998.7001	88.11	26	0.29
836.9163	34.65	84	0.43
308.9691	35.64	97	0.88
8958.1041	50.49	61	0.85
7324.2675	60.39	85	0.6
3990.6009	22.77	44	0.31
5567.4432	5.94	85	0.6
9993.0006	56.43	63	0.05
583.9416	9.9	87	0.72
5845.4154	0.99	59	0.63
9394.0605	21.78	3	0.76
6975.3024	58.41	62	0.59
8149.185	57.42	3	0.68
6317.3682	28.71	7	0.29
8196.1803	63.36	98	0.84
7925.2074	87.12	71	0.02
617.9382	66.33	36	0.42
3355.6644	78.21	19	0.16
6121.3878	74.25	74	0.58
412.9587	45.54	99	0.32
7293.2706	60.39	65	0.97
2993.7006	14.85	43	0.38
2994.7005	76.23	39	0.74
71.9928	30.69	2	0.27
1793.8206	51.48	11	0.91
1830.8169	39.6	6	0.55
9849.015	19.8	84	0.31
8492.1507	15.84	7	0.47
6699.33	15.84	3	0.88
1912.8087	49.5	7	0.96
8036.1963	58.41	70	0.86
14.9985	6.93	60	0.62
6417.3582	35.64	63	0.21
794.9205	67.32	49	0.1
4250.5749	39.6	42	0.78
5058.4941	6.93	32	0.61
1622.8377	87.12	61	0.65
127.9872	36.63	60	0.44
7654.2345	97.02	64	0.75
4250.5749	76.23	17	0.38
4608.5391	5.94	25	0.1
5150.4849	0.99	80	0.02
1391.8608	63.36	48	0.14
2187.7812	88.11	45	0.09
3872.6127	17.82	39	0.51
4980.5019	9.9	45	0.25
8470.1529	17.82	64	0.39
7415.2584	88.11	86	0.46
4681.5318	70.29	5	0.31
8780.1219	3.96	31	0.41
3133.6866	7.92	20	0.54
2032.7967	36.63	42	0.04
1622.8377	91.08	67	0.45
4319.568	34.65	24	0.68
704.9295	90.09	97	0.89
6817.3182	65.34	92	0.59
1464.8535	77.22	76	0.35
8003.1996	73.26	64	0.95
9690.0309	7.92	70	0.76
5882.4117	11.88	85	0.49
9403.0596	15.84	30	0.39
5961.4038	0.99	11	0.17
120.9879	42.57	64	0.59
2865.7134	72.27	64	0.62
2467.7532	83.16	87	0.5
1502.8497	86.13	61	0.52
6527.3472	25.74	29	0.92
7901.2098	27.72	1	0.32
4775.5224	40.59	5	0.29
4178.5821	93.06	56	0.34
8222.1777	17.82	2	0.04
931.9068	23.76	57	0.3
9662.0337	35.64	53	0.78
2730.7269	48.51	74	0.34
286.9713	24.75	14	0.57
7516.2483	71.28	99	0.69
1574.8425	10.89	49	0.45
6313.3686	60.39	32	0.23
1179.882	9.9	54	0.78
2437.7562	20.79	47	0.47
2132.7867	62.37	84	0.65
3083.6916	95.04	81	0.53
9325.0674	43.56	86	0.25
7116.2883	32.67	59	0.53
1792.8207	98.01	66	0.54
6795.3204	12.87	10	0.45
9385.0614	89.1	2	0.44
6326.3673	89.1	98	0.09
3435.6564	38.61	60	0.22
7101.2898	32.67	62	0.04
1816.8183	15.84	86	0.35
9128.0871	59.4	52	0.66
7949.205	68.31	10	0.74
2719.728	47.52	26	0.57
6861.3138	68.31	25	0.09
9987.0012	53.46	46	0.31
5105.4894	98.01	68	0.23
2178.7821	62.37	2	0.92
3828.6171	72.27	29	0.36
2796.7203	71.28	26	0.12
185.9814	4.95	50	0.32
3546.6453	31.68	67	0.35
2532.7467	18.81	6	0.81
5482.4517	39.6	25	0.5
8119.188	59.4	99	0.79
5405.4594	93.06	73	0.9
5896.4103	51.48	97	0.98
4336.5663	41.58	69	0.48
5511.4488	46.53	12	0.48
847.9152	58.41	7	0.56
3887.6112	59.4	4	0.98
6106.3893	0.99	10	0.85
5440.4559	59.4	32	0.33
2017.7982	33.66	78	0.57
3976.6023	31.68	32	0.38
4371.5628	59.4	32	0.76
2100.7899	89.1	53	0.69
2299.77	74.25	53	0.05
9580.0419	76.23	93	0.48
524.9475	13.86	1	0.53
3400.6599	35.64	7	0.21
6819.318	16.83	71	0.04
7319.268	75.24	76	0.26
5189.481	43.56	63	0.35
6735.3264	55.44	95	0.05
4923.5076	1.98	54	0.87
8164.1835	4.95	3	0.33
3284.6715	90.09	86	0.62
3655.6344	72.27	39	0.23
4284.5715	47.52	89	0.12
6722.3277	13.86	93	0.0
2119.788	97.02	10	0.47
8736.1263	93.06	28	0.65
8197.1802	8.91	59	0.24
2048.7951	59.4	48	0.65
1887.8112	61.38	74	0.85
6961.3038	11.88	82	0.81
8224.1775	79.2	14	0.26
8543.1456	65.34	83	0.53
971.9028	97.02	80	0.23
1095.8904	75.24	90	0.17
8955.1044	93.06	58	0.06
5810.4189	11.88	62	0.17
6226.3773	93.06	68	0.57
360.9639	68.31	43	0.63
3256.6743	12.87	96	0.76
4028.5971	5.94	52	0.0
4583.5416	63.36	49	0.57
6980.3019	25.74	39	0.67
3600.6399	41.58	8	0.69
9929.007	24.75	27	0.11
5414.4585	71.28	78	0.16
6863.3136	86.13	46	0.17
3120.6879	24.75	26	0.84
801.9198	11.88	87	0.18
4193.5806	55.44	35	0.44
1930.8069	63.36	0	0.9
9222.0777	42.57	21	0.57
9340.0659	37.62	79	0.88
6191.3808	63.36	74	0.04
3343.6656	30.69	7	0.58
375.9624	75.24	75	0.24
5257.4742	23.76	11	0.5
282.9717	32.67	1	0.48
6125.3874	5.94	93	0.31
2882.7117	90.09	13	0.34
5620.4379	36.63	51	0.37
9222.0777	30.69	65	0.26
4583.5416	40.59	15	0.39
3463.6536	31.68	2	0.37
4813.5186	30.69	97	0.69
6050.3949	28.71	69	0.83
4563.5436	8.91	32	0.29
710.9289	45.54	7	0.16
5196.4803	14.85	4	0.11
3093.6906	68.31	49	0.77
2078.7921	17.82	14	0.48
5131.4868	0.0	91	0.91
5713.4286	97.02	43	0.66
5914.4085	95.04	55	0.13
2439.756	2.97	68	0.78
9811.0188	88.11	5	0.92
1990.8009	73.26	63	0.72
6633.3366	70.29	4	0.14
1565.8434	9.9	64	0.08
8155.1844	76.23	63	0.31
2425.7574	32.67	40	0.38
6750.3249	62.37	68	0.51
7221.2778	20.79	0	0.15
7000.2999	56.43	36	0.09
4304.5695	47.52	82	0.09
2834.7165	5.94	68	0.59
9521.0478	50.49	61	0.41
442.9557	42.57	2	0.84
8233.1766	65.34	7	0.95
4424.5575	9.9	3	0.87
3829.617	88.11	26	0.96
2941.7058	4.95	48	0.8
5225.4774	81.18	61	0.59
951.9048	23.76	42	0.45
2034.7965	35.64	83	0.8
7982.2017	21.78	42	0.99
8991.1008	71.28	73	0.82
5643.4356	87.12	43	0.71
8913.1086	39.6	79	0.4
454.9545	8.91	25	0.48
234.9765	63.36	89	0.57
3870.6129	75.24	28	0.83
6322.3677	74.25	68	0.9
2928.7071	97.02	34	0.52
5710.4289	59.4	81	0.47
7427.2572	70.29	63	0.17
4438.5561	15.84	61	0.89
6066.3933	7.92	43	0.42
2663.7336	41.58	1	0.96
4016.5983	19.8	63	0.29
4052.5947	49.5	85	0.65
3178.6821	14.85	61	0.07
7487.2512	43.56	97	0.22
1653.8346	17.82	13	0.66
5257.4742	74.25	67	0.1
4946.5053	34.65	58	0.09
4281.5718	96.03	58	0.99
1480.8519	71.28	98	0.63
6617.3382	74.25	95	0.28
3973.6026	3.96	6	0.7
8093.1906	30.69	62	0.71
4669.533	48.51	88	0.1
2281.7718	58.41	35	0.24
9326.0673	52.47	44	0.17
7196.2803	4.95	96	0.43
6531.3468	62.37	74	0.9
2843.7156	8.91	77	0.61
430.9569	37.62	5	0.15
2598.7401	41.58	75	0.6
3214.6785	10.89	88	0.31
9507.0492	48.51	70	0.61
9337.0662	87.12	59	0.9
3914.6085	24.75	55	0.0
9406.0593	3.96	1	0.84
2324.7675	73.26	25	0.38
6366.3633	22.77	57	0.04
9585.0414	72.27	53	0.61
8067.1932	41.58	50	0.24
8806.1193	6.93	48	0.87
4560.5439	90.09	47	0.72
2071.7928	49.5	0	0.31
4209.579	19.8	39	0.59
2222.7777	7.92	51	0.02
3967.6032	59.4	38	0.9
1365.8634	46.53	51	0.11
4261.5738	15.84	27	0.46
8073.1926	12.87	60	0.62
5634.4365	94.05	51	0.79
4047.5952	64.35	12	0.53
5280.4719	25.74	71	0.18
175.9824	77.22	90	0.23
4970.5029	86.13	27	0.52
2260.7739	78.21	11	0.44
9865.0134	62.37	80	0.97
5499.45	62.37	92	0.18
2720.7279	31.68	79	0.56
9102.0897	49.5	86	0.29
2450.7549	30.69	48	0.14
4316.5683	18.81	21	0.19
7612.2387	4.95	9	0.06
136.9863	27.72	41	0.27
6599.34	0.99	45	0.62
1990.8009	24.75	85	0.1
8950.1049	96.03	19	0.95
8592.1407	52.47	43	0.69
5213.4786	58.41	61	0.96
694.9305	65.34	98	0.43
45.9954	37.62	97	0.36
9348.0651	66.33	2	0.01
4749.525	26.73	15	0.6
8720.1279	24.75	53	0.72
2708.7291	64.35	30	0.14
8284.1715	4.95	5	0.65
7106.2893	44.55	15	0.18
2092.7907	6.93	15	0.6
5213.4786	7.92	92	0.31
8255.1744	44.55	9	0.01
8068.1931	40.59	72	0.49
2140.7859	53.46	59	0.14
9457.0542	90.09	50	0.89
7260.2739	93.06	69	0.08
4649.535	19.8	65	0.93
2778.7221	43.56	62	0.3
7946.2053	43.56	13	0.47
3137.6862	80.19	97	0.0
2646.7353	4.95	21	0.78
8424.1575	65.34	77	0.75
4810.5189	73.26	71	0.21
7632.2367	38.61	24	0.53
9637.0362	54.45	46	0.87
711.9288	53.46	16	0.9
285.9714	47.52	42	0.54
9194.0805	85.14	23	0.07
6027.3972	39.6	74	0.53
3120.6879	62.37	12	0.99
6160.3839	79.2	63	0.44
76.9923	59.4	47	0.91
2630.7369	47.52	98	0.05
9616.0383	91.08	24	0.2
1437.8562	18.81	8	0.13
2732.7267	14.85	27	0.6
5822.4177	56.43	52	0.52
3771.6228	79.2	40	0.75
4151.5848	82.17	45	0.89
7570.2429	82.17	79	0.8
5267.4732	95.04	38	0.66
1328.8671	13.86	30	0.01
8510.1489	58.41	74	0.24
3750.6249	27.72	66	0.6
7981.2018	57.42	63	0.66
7633.2366	41.58	12	0.25
1931.8068	25.74	97	0.89
7003.2996	23.76	55	0.82
6798.3201	62.37	34	0.94
3835.6164	59.4	76	0.25
2722.7277	66.33	87	0.13
102.9897	29.7	67	0.32
4613.5386	24.75	22	0.74
2659.734	82.17	83	0.33
7933.2066	79.2	51	0.31
5935.4064	45.54	40	0.35
7364.2635	69.3	72	0.12
1401.8598	46.53	93	0.87
3247.6752	88.11	14	0.19
4237.5762	82.17	70	0.42
6526.3473	85.14	17	0.53
5536.4463	89.1	75	0.64
8082.1917	28.71	16	0.9
507.9492	61.38	48	0.8
8120.1879	19.8	86	0.19
8962.1037	63.36	18	0.72
9349.065	83.16	83	0.65
1385.8614	3.96	11	0.66
147.9852	47.52	94	0.29
8460.1539	66.33	27	0.17
4934.5065	73.26	36	0.99
4310.5689	10.89	92	0.35
4327.5672	11.88	22	0.62
3302.6697	58.41	67	0.23
7085.2914	98.01	30	0.83
7523.2476	73.26	21	0.56
8012.1987	28.71	56	0.48
7296.2703	4.95	35	0.55
7849.215	46.53	49	0.36
6269.373	44.55	27	0.84
8425.1574	44.55	80	0.82
1258.8741	74.25	55	0.7
9639.036	3.96	91	0.21
9965.0034	43.56	90	0.07
2237.7762	16.83	88	0.58
2710.7289	18.81	48	0.35
4878.5121	71.28	88	0.48
6064.3935	39.6	13	0.54
